Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Air products & chemicals inc,APD,"",19517173.0,4998544000.0,0.124091,0.1385,140,168320.0,0.869922,addition,8.8167520,Q2 2002,MATERIALS,13F,09/30/2021,99.1752,299.49
Intercontinental exchange inc,ICE,"",43310394.0,4972899000.0,0.123455,0.1278,141,37215.0,0.086,addition,7.6906676,Q4 2005,FINANCE,13F,09/30/2021,50.915,136.27
Avalonbay communities  inc.,AVB,"",22271052.0,4936156000.0,0.122543,0.1155,142,39147.0,0.176085,addition,15.9523329,Q2 2002,REAL ESTATE,13F,09/30/2021,130.0413,243.9
Idexx laboratories inc.,IDXX,"",7926566.0,4929530000.0,0.122378,0.1425,143,-1138975.0,-12.563784,reduction,9.3170487,Q2 2002,HEALTH CARE,13F,09/30/2021,87.63,627.99
Regeneron pharmaceuticals inc.,REGN,"",8071281.0,4884577000.0,0.121262,0.1108,144,101621.0,1.275098,addition,7.6791521,Q2 2002,HEALTH CARE,13F,09/30/2021,312.5414,641.83
Aon plc,AON,"",17052701.0,4873151000.0,0.120978,0.1007,145,96676.0,0.570157,addition,7.5538944,Q2 2002,FINANCE,13F,09/30/2021,61.3396,299.81
Hca healthcare inc,HCA,"",19986678.0,4851167000.0,0.120433,0.108,146,-997934.0,-4.755551,reduction,6.2430685,Q1 2011,HEALTH CARE,13F,09/30/2021,61.51,243.86
Boston scientific inc.,BSX,"",111212803.0,4825525000.0,0.119796,0.1172,147,1077710.0,0.978535,addition,7.8106961,Q2 2002,HEALTH CARE,13F,09/30/2021,18.6917,41.61
Illumina inc,ILMN,"",11863223.0,4811842000.0,0.119456,0.1335,148,524238.0,4.623324,addition,8.0867232,Q2 2002,HEALTH CARE,13F,09/30/2021,149.8449,377.63
Microchip technology inc,MCHP,"",62682828.0,4810593000.0,0.119425,0.1152,149,836988.0,1.353346,addition,11.4367955,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,56.2967,82.86
Moodys corp,MCO,"",13480951.0,4787221000.0,0.118845,0.1218,150,-27935.0,-0.20679,reduction,7.2400381,Q2 2002,FINANCE,13F,09/30/2021,76.52,397.28
Emerson electric co.,EMR,"",50797725.0,4785146000.0,0.118794,0.1212,151,181221.0,0.358027,addition,8.4974448,Q2 2002,INDUSTRIALS,13F,09/30/2021,48.4737,94.31
Cadence design systems  inc.,CDNS,"",31438810.0,4761094000.0,0.118197,0.1073,152,-81035.0,-0.257092,reduction,11.3587723,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,23.76,187.74
Carrier global corp.,CARR,"",91686511.0,4745695000.0,0.117814,0.1087,153,1770881.0,1.969492,addition,10.5665972,Q2 2020,INDUSTRIALS,13F,09/30/2021,23.2221,56.12
Amphenol corp. (1987),APH,"",64460257.0,4720426000.0,0.117187,0.109,154,457758.0,0.715219,addition,10.7759693,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,40.8913,84.9
Snap inc class a,SNAP,"",63651972.0,4701972000.0,0.116729,0.1024,155,3259865.0,5.397833,addition,4.8008851,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,17.4362,54.56
Shopify inc,SHOP,"",3451731.0,4679787000.0,0.116178,0.1218,156,102855.0,3.071329,addition,3.0392197,Q2 2016,COMMUNICATIONS,13F,09/30/2021,337.7471,1637.81
Blackstone group inc,BX,"",39835258.0,4634435000.0,0.115052,0.0951,157,490780.0,1.247392,addition,5.8073245,Q3 2019,FINANCE,13F,09/30/2021,51.9433,145.08
Snowflake  inc.,SNOW,"",15190901.0,4594184000.0,0.114053,0.0668,158,4086598.0,36.801932,addition,5.0484882,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,258.6368,398.0
Royal bank of canada (nyse),RY,"",45924146.0,4568533000.0,0.113416,0.1123,159,1398323.0,3.140476,addition,3.2227643,Q1 2015,FINANCE,13F,09/30/2021,66.079,104.79
Vanguard total stock market etf,VTI,"",20529628.0,4558809000.0,0.113175,0.1099,160,704567.0,3.553921,addition,No Data,Q3 2003,FINANCE,13F,09/30/2021,139.3591,241.79
Ihs markit ltd,INFO,"",38919697.0,4538815000.0,0.112678,0.1062,161,1026294.0,2.708371,addition,9.7637975,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,45.1653,130.24
Equity residential,EQR,"",56038761.0,4534656000.0,0.112575,0.1072,162,104534.0,0.186887,addition,14.9653259,Q2 2002,REAL ESTATE,13F,09/30/2021,51.5349,87.17
Chipotle mexican grill  inc.,CMG,"",2475482.0,4499236000.0,0.111696,0.1135,163,-466335.0,-15.851938,reduction,8.8111537,Q1 2006,CONSUMER DISCRETIONARY,13F,09/30/2021,341.89,1806.0
Ecolab inc.,ECL,"",21499195.0,4485161000.0,0.111346,0.1102,164,-1467.0,-0.006823,reduction,7.5149092,Q2 2002,MATERIALS,13F,09/30/2021,74.48,232.39
American international group  inc.,AIG,"",81609368.0,4479538000.0,0.111207,0.0965,165,107172.0,0.131496,addition,9.5426959,Q2 2002,FINANCE,13F,09/30/2021,672.0884,56.95
Fortinet inc,FTNT,"",15334700.0,4478345000.0,0.111177,0.0913,166,-75685.0,-0.49113,reduction,9.3893468,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2021,39.35,341.35
Norfolk southern corp.,NSC,"",18685688.0,4470552000.0,0.110984,0.1248,167,-209648.0,-1.109522,reduction,7.5659069,Q2 2002,TRANSPORTS,13F,09/30/2021,63.74,274.6
Marvell technology group ltd,MRVL,"",73982482.0,4461884000.0,0.110768,0.1055,168,1321467.0,1.818674,addition,8.9832207,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,24.3834,73.64
Discover financial services,DFS,"",36202842.0,4447519000.0,0.110412,0.1066,169,-5598.0,-0.01546,reduction,12.0890342,Q3 2007,FINANCE,13F,09/30/2021,37.5,115.38
Alexandria real estate equities  inc.,ARE,"",23095959.0,4412945000.0,0.109554,0.0994,170,1143969.0,5.211231,addition,15.1585091,Q2 2002,REAL ESTATE,13F,09/30/2021,110.3847,207.27
Match group inc.,MTCH,"",27998088.0,4395420000.0,0.109118,0.0925,171,4957301.0,21.515328,addition,10.1145242,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,119.8013,147.61
Northrop grumman corp.,NOC,"",11990854.0,4318506000.0,0.107209,0.1088,172,-37479.0,-0.311589,reduction,7.4891769,Q2 2002,INDUSTRIALS,13F,09/30/2021,93.31,353.96
Motorola solutions inc,MSI,"",18554370.0,4310551000.0,0.107012,0.0997,173,88546.0,0.479513,addition,10.9578703,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,1007.692,252.04
Progressive corp.,PGR,"",47605450.0,4303058000.0,0.106826,0.1195,174,-1289916.0,-2.638115,reduction,8.1353985,Q2 2002,FINANCE,13F,09/30/2021,34.21,90.73
Twitter inc,TWTR,"",70095698.0,4233080000.0,0.105088,0.1191,175,564391.0,0.811708,addition,8.7842900,Q4 2013,COMMUNICATIONS,13F,09/30/2021,33.5975,50.61
Aptiv plc,APTV,"",28387802.0,4228931000.0,0.104985,0.1102,176,236232.0,0.839143,addition,10.4942725,Q1 2012,INDUSTRIALS,13F,09/30/2021,42.8902,176.51
Ford motor co.,F,"",297988697.0,4219521000.0,0.104752,0.1097,177,1270521.0,0.428191,addition,7.5941732,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,11.5213,19.96
Weyerhaeuser corp.,WY,"",118402040.0,4211562000.0,0.104554,0.1014,178,73189.0,0.061852,addition,15.7914866,Q2 2002,MATERIALS,13F,09/30/2021,31.6124,38.52
Resmed inc.,RMD,"",15557825.0,4100264000.0,0.101791,0.0946,179,142021.0,0.921269,addition,10.6793646,Q2 2002,HEALTH CARE,13F,09/30/2021,57.3596,262.53
Xilinx  inc,XLNX,"",26822143.0,4049875000.0,0.10054,0.0953,180,348320.0,1.315715,addition,10.8386234,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,43.6424,216.18
Fedex corporation,FDX,"",18462671.0,4048679000.0,0.10051,0.1359,181,162116.0,0.885853,addition,6.9499970,Q2 2002,TRANSPORTS,13F,09/30/2021,112.5952,247.35
Palo alto networks inc,PANW,"",8451280.0,4048163000.0,0.100498,0.0785,182,-46466.0,-0.546804,reduction,8.6763343,Q3 2012,INFORMATION TECHNOLOGY,13F,09/30/2021,124.19,513.76
Pioneer natural resources co.,PXD,"",24185260.0,4027088000.0,0.0999744,0.0975,183,72214.0,0.299481,addition,9.9136558,Q2 2002,ENERGY,13F,09/30/2021,120.0192,180.25
Eog resources inc,EOG,"",49943329.0,4008951000.0,0.0995242,0.1001,184,1755097.0,3.642169,addition,8.5539882,Q2 2002,ENERGY,13F,09/30/2021,75.6387,90.08
Johnson controls international plc (tyco laboratories),JCI,"",58761819.0,4000505000.0,0.0993145,0.1007,185,-192495.0,-0.326516,reduction,8.2504660,Q2 2002,INDUSTRIALS,13F,09/30/2021,39.29,79.59
Exelon corp,EXC,"",82111011.0,3969247000.0,0.0985385,0.0907,186,-158733.0,-0.192942,reduction,8.3972457,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,37.32,53.58
Realty income corp.,O,"",62832055.8,3948922000.0,0.0980339,0.0982,187,1809728.62,2.965683,addition,15.6357490,Q2 2002,REAL ESTATE,13F,09/30/2021,49.5442,71.97
Toronto-dominion bank (the),TD,"",59693912.0,3948751000.0,0.0980297,0.0979,188,3515156.0,6.257091,addition,3.2753550,Q1 2015,FINANCE,13F,09/30/2021,47.9395,73.38
International flavors and fragrances  inc.,IFF,"",29513330.0,3946522000.0,0.0979744,0.1086,189,296035.0,1.013218,addition,11.8496634,Q2 2002,MATERIALS,13F,09/30/2021,122.8996,152.83
General dynamics corp. (electric boat),GD,"",20066290.0,3933596000.0,0.0976535,0.095,190,-218123.0,-1.075323,reduction,7.1782888,Q2 2002,INDUSTRIALS,13F,09/30/2021,85.87,199.46
Svb financial group,SIVB,"",6078924.0,3932335000.0,0.0976222,0.0791,191,364444.0,6.377553,addition,10.7712625,Q2 2002,FINANCE,13F,09/30/2021,170.2663,745.26
Kimberly-clark corp.,KMB,"",29626097.0,3923681000.0,0.0974073,0.0919,192,2009354.0,7.275854,addition,8.7973374,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,91.2098,134.41
Align technology inc,ALGN,"",5877092.0,3910793000.0,0.0970874,0.1037,193,-943971.0,-13.83906,reduction,7.4382701,Q2 2002,HEALTH CARE,13F,09/30/2021,94.8,692.32
Humana  inc.,HUM,"",10026147.0,3901674000.0,0.096861,0.1107,194,-21149.0,-0.210494,reduction,7.8021658,Q2 2002,HEALTH CARE,13F,09/30/2021,100.13,438.4
T. rowe price group,TROW,"",19751613.0,3885142000.0,0.0964506,0.0971,195,33853.0,0.171688,addition,8.7035710,Q2 2002,FINANCE,13F,09/30/2021,66.1042,211.09
Marathon petroleum corp,MPC,"",62764948.0,3879501000.0,0.0963105,0.0951,196,-487760.0,-0.771129,reduction,9.8346496,Q3 2011,ENERGY,13F,09/30/2021,40.86,63.58
Centene corp,CNC,"",62253167.0,3878994000.0,0.0962979,0.1121,197,476564.0,0.771431,addition,10.6772754,Q2 2002,HEALTH CARE,13F,09/30/2021,49.0324,76.18
Roper technologies inc,ROP,"",8682560.0,3873549000.0,0.0961628,0.1003,198,111181.0,1.297119,addition,8.2358598,Q2 2002,INDUSTRIALS,13F,09/30/2021,124.6796,490.78
Dollar general corp.,DG,"",18103443.0,3840464000.0,0.0953414,0.0984,199,-169135.0,-0.925622,reduction,7.7593871,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,59.0,222.88
Agilent technologies inc,A,"",24222145.0,3815714000.0,0.094727,0.0879,200,336764.0,1.409917,addition,8.0014309,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,34.4651,161.54
L3harris technologies inc,LHX,"",17102797.0,3766720000.0,0.0935107,0.0935,201,-276369.0,-1.590232,reduction,14.4988106,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,104.97,221.19
Te connectivity ltd,TEL,"",27335093.0,3750922000.0,0.0931185,0.0921,202,-23225.0,-0.084892,reduction,8.3339481,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2021,52.24,166.05
Cintas corporation,CTAS,"",9817672.0,3737194000.0,0.0927777,0.095,203,-173907.0,-1.740536,reduction,9.4392241,Q2 2002,INDUSTRIALS,13F,09/30/2021,72.17,444.55
Freeport-mcmoran copper & gold  inc,FCX,"",114701955.0,3731254000.0,0.0926302,0.1053,204,708863.0,0.621847,addition,7.8131420,Q2 2002,MATERIALS,13F,09/30/2021,19.2426,38.87
Vertex pharmaceuticals  inc.,VRTX,"",20442691.0,3708101000.0,0.0920554,0.1016,205,193473.0,0.955459,addition,7.8798973,Q2 2002,HEALTH CARE,13F,09/30/2021,86.15,188.25
Global payments inc.,GPN,"",23470229.0,3698439000.0,0.0918156,0.1094,206,32469.0,0.138533,addition,7.9899171,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,98.422,125.51
Uber technologies inc,UBER,"",82426800.0,3692720000.0,0.0916736,0.1007,207,1684130.0,2.085799,addition,4.4293907,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,36.1406,44.11
Dow inc,DOW,"",63543789.0,3657580000.0,0.0908012,0.0995,208,369887.0,0.585506,addition,8.5205407,Q2 2019,MATERIALS,13F,09/30/2021,49.6463,58.34
Veeva systems inc,VEEV,"",12686570.0,3655888000.0,0.0907592,0.0971,209,141705.0,1.129586,addition,9.1494308,Q4 2013,INFORMATION TECHNOLOGY,13F,09/30/2021,59.1569,315.15
Extra space storage  inc.,EXR,"",21722727.0,3649200000.0,0.0905932,0.0862,210,577619.0,2.731691,addition,16.2343336,Q3 2004,REAL ESTATE,13F,09/30/2021,53.9356,201.27
Docusign inc,DOCU,"",14147268.0,3641931000.0,0.0904127,0.1179,211,-2804526.0,-16.544125,reduction,7.1916377,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,85.55,267.12
First republic bank (ca),FRC,"",18871206.0,3639878000.0,0.0903618,0.0864,212,312911.0,1.686098,addition,No Data,Q4 2010,FINANCE,13F,09/30/2021,69.5593,219.65
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",85691385.0,3636742000.0,0.0902839,0.0787,213,3005575.0,3.634934,addition,12.4061268,Q2 2002,FINANCE,13F,09/30/2021,22.7748,44.2
American water works co inc,AWK,"",21446203.0,3625267000.0,0.089999,0.0815,214,192274.0,0.904652,addition,11.8163685,Q2 2008,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,58.1829,170.75
Nucor corp. (nuclear corp. of america),NUE,"",36798368.0,3624271000.0,0.0899743,0.0891,215,-537226.0,-1.438911,reduction,12.5294698,Q2 2002,MATERIALS,13F,09/30/2021,47.19,109.11
West pharmaceutical services inc,WST,"",8530359.0,3621479000.0,0.089905,0.075,216,141824.0,1.690689,addition,11.5307709,Q2 2002,HEALTH CARE,13F,09/30/2021,80.6639,444.66
Arthur j. gallagher & co inc,AJG,"",24142292.0,3588752000.0,0.0890925,0.0828,217,378565.0,1.593037,addition,11.6770457,Q2 2002,FINANCE,13F,09/30/2021,58.6045,164.91
Bank of new york mellon corp,BK,"",68821661.0,3567715000.0,0.0885703,0.0889,218,-910777.0,-1.306102,reduction,7.9730954,Q2 2002,FINANCE,13F,09/30/2021,37.25,58.05
Newmont mining corp. (holding co.),NEM,"",65670016.0,3565882000.0,0.0885248,0.1044,219,-528720.0,-0.798686,reduction,8.2177286,Q2 2002,MATERIALS,13F,09/30/2021,35.86,57.95
Metlife inc.,MET,"",57684643.0,3560872000.0,0.0884004,0.0872,220,-842039.0,-1.438727,reduction,6.7318023,Q2 2002,FINANCE,13F,09/30/2021,33.66,63.13
Schlumberger ltd.,SLB,"",120080802.0,3559195000.0,0.0883588,0.0956,221,28546.0,0.023778,addition,8.5868112,Q2 2002,ENERGY,13F,09/30/2021,59.113,32.06
Ameriprise financial  inc.,AMP,"",13403960.0,3540254000.0,0.0878886,0.0839,222,-146426.0,-1.080604,reduction,11.7841220,Q3 2005,FINANCE,13F,09/30/2021,87.98,302.41
Lululemon athletica inc.,LULU,"",8673278.0,3510077000.0,0.0871394,0.0792,223,-42537.0,-0.488044,reduction,6.9603091,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2021,82.78,465.84
Hp inc,HPQ,"",115366382.0,3499062366.06,0.086866,0.0782,224,312465.0,0.271581,addition,10.0099355,,INFORMATION TECHNOLOGY,13G,10/29/2021,,30.93
Archer-daniels-midland co.,ADM,"",57928530.0,3476292000.0,0.0863007,0.0856,225,1193446.0,2.103541,addition,10.3684108,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,35.3879,65.66
Mettler-toledo international  inc.,MTD,"",2523610.0,3475920000.0,0.0862914,0.0869,226,2623.0,0.104047,addition,10.9167135,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,247.136,1534.17
Sempra energy  inc.,SRE,"",27426632.0,3469468000.0,0.0861313,0.0884,227,619143.0,2.30959,addition,8.5888502,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,89.133,124.24
Ventas  inc.,VTR,"",62802841.0,3467346000.0,0.0860786,0.085,228,2949661.0,4.928161,addition,16.5125276,Q2 2002,REAL ESTATE,13F,09/30/2021,55.5531,53.98
Mid-america apartment communities  inc.,MAA,"",18532059.0,3460861000.0,0.0859176,0.0773,229,83845.0,0.454488,addition,16.1260630,Q2 2002,REAL ESTATE,13F,09/30/2021,82.2947,204.29
Fastenal co.,FAST,"",66787816.0,3446918000.0,0.0855714,0.0866,230,-162596.0,-0.24286,reduction,11.6205391,Q2 2002,INDUSTRIALS,13F,09/30/2021,26.57,61.23
Zoom video communications inc,ZM,"",13066610.0,3416918000.0,0.0848267,0.1249,231,97914.0,0.755003,addition,5.4275833,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,225.601,263.71
Wec energy group (wisconsin electric power),WEC,"",38701745.0,3413494000.0,0.0847417,0.0848,232,404751.0,1.056874,addition,12.2693431,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,46.9559,90.8
Transdigm group inc,TDG,"",5464661.0,3413062000.0,0.084731,0.0887,233,-39195.0,-0.712137,reduction,9.9154779,Q2 2006,INDUSTRIALS,13F,09/30/2021,198.25,658.93
Sysco corp.,SYY,"",43447704.0,3410645000.0,0.0846709,0.0834,234,333037.0,0.772445,addition,8.4845242,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,42.1905,75.66
American electric power company inc,AEP,"",41970828.0,3407192000.0,0.0845852,0.0874,235,459180.0,1.106147,addition,8.3899482,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,53.1303,83.24
Verisk analytics inc,VRSK,"",17008405.0,3406273000.0,0.0845624,0.0738,236,37352.0,0.220092,addition,10.5412802,Q4 2009,INDUSTRIALS,13F,09/30/2021,68.51,224.5
Eversource energy (western massachusetts cos./northeast utilities),ES,"",41533792.0,3395802000.0,0.0843025,0.0821,237,405643.0,0.98629,addition,12.0863108,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,47.2306,83.77
Autozone inc.,AZO,"",1988847.0,3377041000.0,0.0838367,0.0746,238,-19776.0,-0.984555,reduction,9.2312365,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,349.34,1893.84
Ebay inc.,EBAY,"",48271669.0,3363087000.0,0.0834903,0.0862,239,-1091243.0,-2.210654,reduction,7.4257731,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,13.56,73.38
Corteva inc,CTVA,"",79804406.0,3358169000.0,0.0833682,0.088,240,94280.0,0.118279,addition,10.8697952,Q2 2019,MATERIALS,13F,09/30/2021,29.375,48.35
Corning inc.,GLW,"",91801452.0,3349835000.0,0.0831613,0.093,241,408983.0,0.447502,addition,10.7491801,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,20.0536,38.2
Keysight technologies inc,KEYS,"",20303638.0,3335685000.0,0.08281,0.0776,242,101886.0,0.504342,addition,11.0228532,Q4 2014,HEALTH CARE,13F,09/30/2021,44.5539,194.35
Rockwell automation  inc.,ROK,"",11344006.0,3335592000.0,0.0828077,0.08,243,105161.0,0.935692,addition,9.7771475,Q2 2002,INDUSTRIALS,13F,09/30/2021,96.2408,341.95
Synchrony financial,SYF,"",68120390.0,3329724000.0,0.082662,0.0818,244,391987.0,0.578763,addition,11.9572575,Q3 2014,FINANCE,13F,09/30/2021,30.228,48.59
Essex property trust  inc.,ESS,"",10380592.0,3319091000.0,0.0823981,0.0774,245,18179.0,0.175432,addition,15.9615932,Q2 2002,REAL ESTATE,13F,09/30/2021,172.8377,347.52
Prudential financial inc.,PRU,"",31471897.0,3310843000.0,0.0821933,0.0816,246,-517907.0,-1.618975,reduction,8.1533412,Q2 2002,FINANCE,13F,09/30/2021,60.99,110.28
Hilton worldwide holdings inc,HLT,"",25052162.0,3309641000.0,0.0821635,0.075,247,71181.0,0.284941,addition,8.9893865,Q4 2013,CONSUMER DISCRETIONARY,13F,09/30/2021,86.151,144.53
Biogen inc,BIIB,"",11691876.0,3308684000.0,0.0821397,0.1013,248,-61457.0,-0.52289,reduction,7.8451358,Q2 2002,HEALTH CARE,13F,09/30/2021,136.72,258.38
Waste connections inc,WCN,"",26146066.0,3292575000.0,0.0817398,0.0769,249,258857.0,0.999942,addition,10.0358565,Q2 2002,INDUSTRIALS,13F,09/30/2021,45.5042,138.01
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",21652572.0,3291408000.0,0.0817108,0.0807,250,1819.0,0.008402,addition,8.6786325,Q2 2002,FINANCE,13F,09/30/2021,65.1373,156.42
Twilio inc,TWLO,"",10312383.0,3290165000.0,0.08168,0.0973,251,396320.0,3.996747,addition,6.1776200,Q2 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,99.6778,302.78
Valero energy corp.,VLO,"",46324721.0,3269134000.0,0.0811579,0.0896,252,213661.0,0.463362,addition,11.3329878,Q2 2002,ENERGY,13F,09/30/2021,42.0024,73.45
Equifax inc.,EFX,"",12814501.0,3247452000.0,0.0806196,0.0758,253,100100.0,0.787296,addition,10.5177178,Q2 2002,INDUSTRIALS,13F,09/30/2021,67.6426,290.62
Paychex inc.,PAYX,"",28866929.0,3246086000.0,0.0805857,0.0771,254,-4397.0,-0.01523,reduction,8.0047960,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,47.8,125.85
Oreilly automotive inc.,ORLY,"",5293166.0,3234442000.0,0.0802966,0.0752,255,-42602.0,-0.798423,reduction,7.6766244,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,75.96,640.97
Willis towers watson plc,WLTW,"",13788456.0,3205264000.0,0.0795723,0.0786,256,64094.0,0.467009,addition,10.6852680,Q3 2004,FINANCE,13F,09/30/2021,251.9589,229.7
Ansys  inc.,ANSS,"",9381188.0,3193825000.0,0.0792883,0.0804,257,68761.0,0.738379,addition,10.7517670,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,85.4032,399.36
Ball corp.,BLL,"",35198959.0,3166850000.0,0.0786186,0.0708,258,82959.0,0.236243,addition,10.7770510,Q2 2002,MATERIALS,13F,09/30/2021,29.9119,95.06
Otis worldwide corp,OTIS,"",38440672.0,3162899000.0,0.0785205,0.0767,259,758994.0,2.014226,addition,9.0071681,Q2 2020,INDUSTRIALS,13F,09/30/2021,57.4697,85.57
Allstate corp (the),ALL,"",24786776.0,3155605000.0,0.0783395,0.0809,260,-127279.0,-0.510872,reduction,8.3829336,Q2 2002,FINANCE,13F,09/30/2021,55.87,113.23
Baxter international inc.,BAX,"",38955772.0,3133212000.0,0.0777835,0.078,261,13712.0,0.035211,addition,7.7925531,Q2 2002,HEALTH CARE,13F,09/30/2021,38.1349,79.58
Copart inc.,CPRT,"",22555533.0,3128903000.0,0.0776766,0.073,262,297138.0,1.334948,addition,9.5340588,Q2 2002,INDUSTRIALS,13F,09/30/2021,33.4454,157.17
Trane technologies plc,TT,"",18078978.0,3121336000.0,0.0774887,0.0898,263,-1515004.0,-7.731986,reduction,7.6087188,Q2 2002,INDUSTRIALS,13F,09/30/2021,57.25,194.02
Electronic arts  inc.,EA,"",21915460.0,3117475000.0,0.0773929,0.0783,264,45905.0,0.209904,addition,7.7009350,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,43.4374,138.14
Invitation homes inc,INVH,"",81084234.0,3107959000.0,0.0771566,0.0748,265,472142.0,0.585696,addition,14.0652725,Q1 2017,REAL ESTATE,13F,09/30/2021,25.7139,40.5
Mckesson corp.,MCK,"",15580002.0,3106341000.0,0.0771165,0.0752,266,-220289.0,-1.394208,reduction,10.0727624,Q2 2002,HEALTH CARE,13F,09/30/2021,100.08,223.82
Old dominion freight line inc,ODFL,"",10789967.0,3085713000.0,0.0766044,0.068,267,15896.0,0.147539,addition,9.3169495,Q2 2002,TRANSPORTS,13F,09/30/2021,77.2979,360.93
Cognizant technology solutions corp,CTSH,"",41502156.0,3079874000.0,0.0764594,0.0716,268,-30343.0,-0.073058,reduction,7.8961905,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,40.24,80.99
Laboratory corp of america holdings,LH,"",10847017.0,3052784000.0,0.0757869,0.0748,269,-48945.0,-0.449203,reduction,11.2520923,Q2 2002,HEALTH CARE,13F,09/30/2021,104.54,289.73
Zebra technologies corp,ZBRA,"",5874094.0,3027626000.0,0.0751623,0.0774,270,-3140.0,-0.053426,reduction,10.9995649,Q2 2002,INDUSTRIALS,13F,09/30/2021,93.65,605.83
Xcel energy inc. (northern states power co. (mn)),XEL,"",48398225.0,3024889000.0,0.0750944,0.0788,271,332455.0,0.691667,addition,8.9886572,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,35.8642,64.97
