Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Zoom video communications inc,ZM,,10452097,4045276000,0.112434,0.1062,151,-799513,-7.105765,reduction,4.3415719,Q2 2019,INFORMATION TECHNOLOGY,13F,6/30/21,329.77,274.65
Marvell technology group ltd,MRVL,,68877008,4017595000,0.111664,0.0883,152,7520258,12.256611,addition,8.3632956,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,29.1558,68.5
Digital realty trust  inc.,DLR,,26535402,3992518000,0.110967,0.1104,153,-124640,-0.467516,reduction,9.3899572,Q1 2009,REAL ESTATE,13F,6/30/21,118.18,157.81
Moodys corp,MCO,,10993055,3983552000,0.110718,0.0971,154,-65726,-0.594333,reduction,5.9038963,Q3 2007,FINANCE,13F,6/30/21,139.31,404.15
Dominion energy inc,D,,54051160,3976544000,0.110523,0.1225,155,-834611,-1.520633,reduction,6.6854678,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,76.81,75.93
Aon plc,AON,,16543059,3949819000,0.10978,0.1154,156,-524399,-3.072508,reduction,7.3281365,Q3 2007,FINANCE,13F,6/30/21,126.72,319.92
Marathon petroleum corp,MPC,,64994812,3926986000,0.109146,0.1023,157,-62753,-0.096458,reduction,10.1840474,Q3 2011,ENERGY,13F,6/30/21,50.44,65.93
Ford motor co.,F,,262017186,3893576000,0.108217,0.1015,158,-19847666,-7.041554,reduction,6.6774475,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,10.73,17.08
Johnson controls international plc (tyco laboratories),JCI,,55990289,3842613000,0.106801,0.0966,159,928812,1.686864,addition,7.8613287,Q2 2009,INDUSTRIALS,13F,6/30/21,41.1633,73.37
Ishares msci emerging index fund,EEM,,69553805,3835892000,0.106614,0.1144,160,-3404891,-4.666875,reduction,No Data,Q4 2007,FINANCE,13F,6/30/21,43.99,50.92
Agilent technologies inc,A,,25652287,3791666000,0.105385,0.0937,161,574202,2.289656,addition,8.4738573,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,58.2311,157.49
Ishares trust s&p 1500 index fund (etf),ITOT,,38377629,3790175000,0.105343,0.0972,162,2274015,6.29858,addition,No Data,Q1 2015,FINANCE,13F,6/30/21,72.786,104.94
Dollar general corp.,DG,,17450744,3776165000,0.104954,0.105,163,-175969,-0.998309,reduction,7.4796313,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,83.85,221.52
Iqvia holdings inc,IQV,,15579850,3775310000,0.10493,0.0839,164,797361,5.393956,addition,8.1309222,Q2 2013,HEALTH CARE,13F,6/30/21,115.9655,261.42
Ppg industries  inc. (pittsburgh plate glass),PPG,,21942385,3725160000,0.103536,0.0984,165,-349735,-1.568873,reduction,9.2444814,Q3 2007,MATERIALS,13F,6/30/21,106.67,160.57
American international group  inc.,AIG,,78159931,3720413000,0.103404,0.1056,166,387764,0.49859,addition,9.1393485,Q4 2008,FINANCE,13F,6/30/21,56.8539,59.09
Trane technologies plc,TT,,20087699,3698948000,0.102808,0.0948,167,602647,3.092868,addition,8.4541091,Q3 2007,INDUSTRIALS,13F,6/30/21,95.6179,180.93
Emerson electric co.,EMR,,38289955,3685026000,0.102421,0.1065,168,-1875883,-4.670344,reduction,6.4051447,Q3 2007,INDUSTRIALS,13F,6/30/21,61.03,97.01
Eog resources inc,EOG,,44034104,3674207000,0.10212,0.0865,169,3435147,8.461171,addition,7.5418923,Q3 2007,ENERGY,13F,6/30/21,87.6996,92.46
Exelon corp,EXC,,82354765,3649139000,0.101423,0.1051,170,630026,0.770912,addition,8.4221737,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,37.5025,53.19
Global payments inc.,GPN,,19391631,3636708000,0.101078,0.1153,171,-78616,-0.403775,reduction,6.6014492,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,125.87,142.99
Welltower inc,WELL,,43710123,3632309000,0.100956,0.0909,172,520431,1.204989,addition,10.3440528,Q4 2007,REAL ESTATE,13F,6/30/21,70.5413,80.4
T. rowe price group,TROW,,18323947,3627592000,0.100824,0.0936,173,-244915,-1.318955,reduction,8.0744683,Q3 2007,FINANCE,13F,6/30/21,79.92,216.88
Kla corp,KLAC,,11172457,3622225000,0.100675,0.1189,174,-1070513,-8.7439,reduction,7.3148258,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,102.7,372.76
Ecolab inc.,ECL,,17532100,3611088000,0.100366,0.1212,175,-1729099,-8.97711,reduction,6.1282359,Q4 2008,MATERIALS,13F,6/30/21,138.89,222.22
Twitter inc,TWTR,,52445511,3608773000,0.100301,0.0979,176,84861,0.16207,addition,6.5723944,Q4 2013,COMMUNICATIONS,13F,6/30/21,26.2989,53.54
Twilio inc,TWLO,,9030136,3559319000,0.0989269,0.1113,177,-2084544,-18.754872,reduction,5.4094916,Q3 2016,INFORMATION TECHNOLOGY,13F,6/30/21,149.49,291.36
Roper technologies inc,ROP,,7566723,3557873000,0.0988867,0.0914,178,-143854,-1.865671,reduction,7.1774304,Q4 2008,INDUSTRIALS,13F,6/30/21,238.32,487.87
Xcel energy inc. (northern states power co. (mn)),XEL,,53291359,3510834000,0.0975794,0.0933,179,5583732,11.704066,addition,9.8974241,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,48.9872,64.59
Synopsys inc.,SNPS,,12666020,3493162000,0.0970882,0.0953,180,-417678,-3.192354,reduction,8.3054369,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,89.09,333.18
Ebay inc.,EBAY,,49638905,3485147000,0.0968654,0.0841,181,2928852,6.270282,addition,7.636099,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,36.6635,76.72
Hca healthcare inc,HCA,,16811384,3475584000,0.0965996,0.0946,182,-281882,-1.649082,reduction,5.2512289,Q1 2011,HEALTH CARE,13F,6/30/21,90.57,250.46
Sempra energy  inc.,SRE,,25918298,3433657000,0.0954343,0.0951,183,1502069,6.151929,addition,8.1165044,Q3 2008,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,115.6174,127.63
Align technology inc,ALGN,,5574652,3406114000,0.0946688,0.0917,184,-188914,-3.277728,reduction,7.0554906,Q4 2009,HEALTH CARE,13F,6/30/21,176.83,624.37
Msci inc,MSCI,,6370452,3395962000,0.0943866,0.0829,185,-355960,-5.291974,reduction,7.7271652,Q4 2007,FINANCE,13F,6/30/21,136.94,664.88
Jd.com inc adr,JD,,42402144,3384114000,0.0940573,0.1126,186,-3038408,-6.686556,reduction,3.1656234,Q3 2014,CONSUMER DISCRETIONARY,13F,6/30/21,40.61,78.28
Kimberly-clark corp.,KMB,,25249063,3377821000,0.0938824,0.113,187,-2397816,-8.673008,reduction,7.4975967,Q3 2007,CONSUMER STAPLES,13F,6/30/21,130.64,129.49
Zimmer biomet holdings inc,ZBH,,20951049,3369349000,0.093647,0.0984,188,24850,0.118751,addition,10.0320816,Q4 2008,HEALTH CARE,13F,6/30/21,131.2152,143.12
Ross stores inc. (de),ROST,,27112738,3361979000,0.0934421,0.092,189,999997,3.829537,addition,7.6295259,Q4 2007,CONSUMER DISCRETIONARY,13F,6/30/21,72.2421,113.2
Uber technologies inc,UBER,,66833743,3349707000,0.093101,0.0993,190,4843587,7.813478,addition,3.5914625,Q2 2019,CONSUMER DISCRETIONARY,13F,6/30/21,39.2679,43.82
Electronic arts  inc.,EA,,23124435,3325990000,0.0924418,0.0947,191,-668979,-2.811614,reduction,8.1257601,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,101.9,140.25
Dexcom inc,DXCM,,7771797,3318555000,0.0922352,0.0776,192,424623,5.779406,addition,8.0329564,Q3 2010,HEALTH CARE,13F,6/30/21,186.6129,623.21
Ishares interest rate hedged corporate bond etf,LQDH,,34579349,3313047428,0.0920821,,193,4764362,15.979755,addition,No Data,,FINANCE,13G,9/30/21,,96.29
Cognizant technology solutions corp,CTSH,,47700497,3303735000,0.0918233,0.1149,194,-2363042,-4.720086,reduction,9.0754854,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,62.85,78.09
Kinder morgan inc. (de),KMI,,180745619,3294991000,0.0915803,0.078,195,21329607,13.37984,addition,7.9745846,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,20.0645,16.75
Prudential financial inc.,PRU,,32132819,3292649000,0.0915152,0.0863,196,-114098,-0.353826,reduction,8.3245645,Q3 2007,FINANCE,13F,6/30/21,97.21,110.05
Hp inc,HPQ,,109024707,3291454000,0.091482,0.0988,197,3102708,2.929239,addition,9.4596906,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,18.0554,30.33
Motorola solutions inc,MSI,,14997782,3252270000,0.0903929,0.0876,198,-861102,-5.429777,reduction,8.8574147,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,100.76,248.59
Paychex inc.,PAYX,,30111943,3231010000,0.089802,0.0851,199,579004,1.960536,addition,8.3500382,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,65.8134,123.28
American electric power company inc,AEP,,37981281,3212838000,0.0892969,0.0945,200,24060,0.063387,addition,7.5924396,Q2 2008,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,69.6095,84.71
Snap inc class a,SNAP,,46964718,3200174000,0.0889449,0.0824,201,-6641312,-12.389114,reduction,3.542266,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,20.42,52.58
Allstate corp (the),ALL,,24508765,3196924000,0.0888546,0.0918,202,-2686053,-9.877077,reduction,8.2889097,Q3 2007,FINANCE,13F,6/30/21,86.56,123.67
Northrop grumman corp.,NOC,,8783104,3192042000,0.0887189,0.0911,203,-793526,-8.286067,reduction,5.4856993,Q3 2007,INDUSTRIALS,13F,6/30/21,247.95,357.22
Roku inc,ROKU,,6922797,3179292000,0.0883645,0.0672,204,-95824,-1.365282,reduction,5.9471883,Q3 2017,INFORMATION TECHNOLOGY,13F,6/30/21,108.04,304.9
Crowdstrike holdings inc,CRWD,,12627761,3173483000,0.0882031,0.0663,205,274411,2.221349,addition,6.1349103,Q2 2019,INFORMATION TECHNOLOGY,13F,6/30/21,135.3264,281.8
Ishares core msci emerging markets etf,IEMG,,47315159,3169641000,0.0880963,0.0869,206,1386977,3.019882,addition,No Data,Q4 2012,FINANCE,13F,6/30/21,52.7112,62.43
Docusign inc,DOCU,,11240134,3142402000,0.0873392,0.0739,207,-1176518,-9.475324,reduction,5.713822,Q2 2018,INFORMATION TECHNOLOGY,13F,6/30/21,101.34,278.29
Aptiv plc,APTV,,19893255,3129806000,0.0869891,0.0837,208,-758334,-3.672037,reduction,7.3540473,Q1 2012,INDUSTRIALS,13F,6/30/21,61.97,172.89
Resmed inc.,RMD,,12659856,3120910000,0.0867419,0.0765,209,-750918,-5.599364,reduction,8.6901105,Q2 2008,HEALTH CARE,13F,6/30/21,89.24,262.91
Amphenol corp. (1987),APH,,45485447,3111660000,0.0864848,0.0889,210,-360877,-0.787145,reduction,7.6039067,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,67,76.77
L3harris technologies inc,LHX,,14392101,3110852000,0.0864623,0.0958,211,-1684048,-10.475444,reduction,12.2008316,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,156.36,230.54
Nio inc,NIO,,58437080,3108853000,0.0864068,0.0717,212,-4175079,-6.66816,reduction,4.2914036,Q1 2019,CONSUMER DISCRETIONARY,13F,6/30/21,13.38,39.41
Public service enterprise group inc,PEG,,51481450,3075502000,0.0854798,0.0913,213,-88477,-0.171567,reduction,10.1827106,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,45.74,63.8
Schlumberger ltd.,SLB,,95962573,3071762000,0.0853759,0.0874,214,-13444892,-12.288825,reduction,6.8621502,Q3 2007,ENERGY,13F,6/30/21,61.83,32.26
Ishares core msci eafe etf-ishares core msci eafe etf,IEFA,,40991647,3068634000,0.0852889,0.0927,215,-2798587,-6.390893,reduction,No Data,Q1 2013,FINANCE,13F,6/30/21,60.17,76.51
Ishares tips bond etf,TIP,,23960847,3067229000,0.0852499,0.0825,216,1583803,7.077803,addition,No Data,Q4 2009,FINANCE,13F,6/30/21,118.2414,128.67
Centene corp,CNC,,41989789,3062316000,0.0851133,0.0835,217,-2454477,-5.522595,reduction,7.201827,Q4 2009,HEALTH CARE,13F,6/30/21,52.3,71.24
Sba communications corp.,SBAC,,9557002,3045816000,0.0846547,0.0747,218,402360,4.395147,addition,8.7235973,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,151.5083,345.33
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,,20331982,3043902000,0.0846015,0.0917,219,-413335,-1.992426,reduction,8.1493229,Q3 2007,FINANCE,13F,6/30/21,122.41,160.88
Baxter international inc.,BAX,,37692832,3034273000,0.0843339,0.0997,220,-2519640,-6.265817,reduction,7.5399197,Q3 2007,HEALTH CARE,13F,6/30/21,57.41,78.96
Xilinx  inc,XLNX,,20719105,2996811000,0.0832927,0.0787,221,-886030,-4.101016,reduction,8.3724323,Q4 2007,INFORMATION TECHNOLOGY,13F,6/30/21,74.72,180
D.r. horton  inc.,DHI,,33112632,2992388000,0.0831698,0.0889,222,-835699,-2.461679,reduction,9.2445879,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,38.81,89.27
Carrier global corp.,CARR,,61450527,2986494000,0.083006,0.0816,223,-4297601,-6.536461,reduction,7.0819901,Q1 2020,INDUSTRIALS,13F,6/30/21,22.22,52.23
Avalonbay communities  inc.,AVB,,14304185,2985140000,0.0829683,0.0752,224,438314,3.1611,addition,10.2458169,Q3 2008,REAL ESTATE,13F,6/30/21,182.1781,236.68
Blackstone group inc,BX,,30579280,2970472000,0.0825607,0.0509,225,7339615,31.582275,addition,4.4579554,Q1 2018,FINANCE,13F,6/30/21,64.4608,138.42
Ihs markit ltd,INFO,,26200252,2951721000,0.0820395,0.0804,226,-2071254,-7.326295,reduction,6.572866,Q3 2014,INFORMATION TECHNOLOGY,13F,6/30/21,50.76,130.72
Valero energy corp.,VLO,,37668654,2941168000,0.0817462,0.075,227,2035454,5.71224,addition,9.2153474,Q3 2007,ENERGY,13F,6/30/21,65.4419,77.33
Microchip technology inc,MCHP,,39280930,2940962000,0.0817405,0.0903,228,-327688,-0.827315,reduction,7.1670022,Q3 2007,INFORMATION TECHNOLOGY,13F,6/30/21,79.12,74.09
Bank of new york mellon corp,BK,,57336175,2937337000,0.0816397,0.0829,229,-2306420,-3.867068,reduction,6.6424842,Q3 2007,FINANCE,13F,6/30/21,46.45,59.2
Phillips 66,PSX,,34064275,2923398000,0.0812523,0.0801,230,649223,1.942906,addition,7.7774198,Q2 2012,ENERGY,13F,6/30/21,82.1022,74.78
Skyworks solutions  inc.,SWKS,,15215030,2917481000,0.0810878,0.0827,231,-116318,-0.758694,reduction,9.2131378,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,100.4,167.13
Walgreens boots alliance inc.,WBA,,55442529,2916831000,0.0810698,0.0918,232,-1427246,-2.509674,reduction,6.409635,Q4 2008,CONSUMER STAPLES,13F,6/30/21,75.11,47.02
Kroger co.,KR,,76077865,2914544000,0.0810062,0.0783,233,2005835,2.707952,addition,10.1811821,Q3 2007,CONSUMER STAPLES,13F,6/30/21,29.9075,40.02
Cummins inc,CMI,,11931142,2908933000,0.0808503,0.1045,234,-1786532,-13.023578,reduction,8.3081803,Q3 2007,INDUSTRIALS,13F,6/30/21,160.87,239.84
Otis worldwide corp,OTIS,,35336365,2889453000,0.0803088,0.0692,235,956521,2.782214,addition,8.2797871,Q2 2020,INDUSTRIALS,13F,6/30/21,58.2834,80.31
Cbre group inc common stock class a,CBRE,,33590510,2879715000,0.0800382,0.071,236,3071977,10.065939,addition,10.0050247,Q4 2008,REAL ESTATE,13F,6/30/21,46.6262,104.08
Chipotle mexican grill  inc.,CMG,,1855782,2877095000,0.0799653,0.0822,237,-112291,-5.705632,reduction,6.6054128,Q1 2009,CONSUMER DISCRETIONARY,13F,6/30/21,546.25,1779.03
Equity residential,EQR,,37052281,2853026000,0.0792964,0.0794,238,-648530,-1.720202,reduction,9.8949272,Q4 2008,REAL ESTATE,13F,6/30/21,63.74,86.4
Pioneer natural resources co.,PXD,,17553601,2852813000,0.0792905,0.0884,239,-1389981,-7.337477,reduction,7.1953065,Q3 2007,ENERGY,13F,6/30/21,147.4,186.98
Dowdupont inc. (dow chemical),DD,,36787089,2847689000,0.079148,0.0819,240,741715,2.057726,addition,7.0330979,Q3 2007,MATERIALS,13F,6/30/21,90.7456,69.6
Netease inc adr,NTES,,24527858,2826836000,0.0785685,0.0711,241,1096916,4.681485,addition,3.6555237,Q2 2012,COMMUNICATIONS,13F,6/30/21,63.6745,97.59
Te connectivity ltd,TEL,,20884718,2823823000,0.0784847,0.0727,242,1726982,9.014541,addition,6.3673519,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,86.2716,146
International flavors and fragrances  inc.,IFF,,18586445,2776815000,0.0771782,0.0791,243,-702847,-3.643716,reduction,7.4624964,Q4 2008,MATERIALS,13F,6/30/21,131.45,147.45
Dow inc,DOW,,43790087,2771039000,0.0770177,0.0856,244,-1745631,-3.833542,reduction,5.8717811,Q2 2019,MATERIALS,13F,6/30/21,49.56,55.97
Veeva systems inc,VEEV,,8862369,2755755000,0.0765929,0.07,245,-260536,-2.855845,reduction,6.3914543,Q4 2013,INFORMATION TECHNOLOGY,13F,6/30/21,129.62,317.01
Oreilly automotive inc.,ORLY,,4855999,2749517000,0.0764195,0.0776,246,-346449,-6.659346,reduction,7.0426056,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,266.64,622.32
Baidu inc adr,BIDU,,13442464,2740919000,0.0761805,0.0845,247,225447,1.705733,addition,4.7396433,Q2 2012,COMMUNICATIONS,13F,6/30/21,190.1545,162.24
West pharmaceutical services inc,WST,,7604412,2730743000,0.0758977,0.0618,248,136754,1.831284,addition,10.2791374,Q4 2009,HEALTH CARE,13F,6/30/21,119.2327,429.88
Mercadolibre inc,MELI,,1750905,2727543000,0.0758087,0.0703,249,126744,7.80366,addition,3.5221221,Q4 2009,COMMUNICATIONS,13F,6/30/21,569.7716,1481.02
Arthur j. gallagher & co inc,AJG,,19453166,2725001000,0.0757381,0.0721,250,-210637,-1.071192,reduction,9.4090283,Q3 2007,FINANCE,13F,6/30/21,64.46,167.67
Ishares russell 2000 etf,IWM,,11870864,2722820000,0.0756775,0.0901,251,-2005713,-14.453946,reduction,No Data,Q4 2009,FINANCE,13F,6/30/21,134.04,228.05
Ishares core total usd bond market etf,IUSB,,50770573,2715718000,0.0754801,0.0699,252,5710699,12.67358,addition,No Data,Q4 2016,FINANCE,13F,6/30/21,51.8392,53.12
General mills co.,GIS,,44488010,2710655000,0.0753394,0.0855,253,-2959107,-6.236642,reduction,7.3449834,Q3 2007,CONSUMER STAPLES,13F,6/30/21,56.64,61.8
Parker-hannifin corp.,PH,,8787330,2698676000,0.0750064,0.0788,254,285789,3.361614,addition,6.8065315,Q3 2007,INDUSTRIALS,13F,6/30/21,164.0008,296.59
Expeditors international of washington inc,EXPD,,21303726,2697051000,0.0749612,0.0604,255,2235058,11.721102,addition,12.539632,Q3 2007,TRANSPORTS,13F,6/30/21,74.1659,123.26
Constellation brands  inc.,STZ,,11517927,2693929000,0.0748745,0.0784,256,-184142,-1.573585,reduction,6.8456669,Q3 2007,CONSUMER STAPLES,13F,6/30/21,164.45,216.81
Mettler-toledo international  inc.,MTD,,1941792,2690041000,0.0747664,0.0611,257,143231,7.963644,addition,8.3998664,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,593.9162,1480.88
Eversource energy (western massachusetts cos./northeast utilities),ES,,33463557,2685115000,0.0746295,0.0805,258,1813678,5.730442,addition,9.7378769,Q3 2008,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,63.7168,84.9
Corteva inc,CTVA,,60275685,2673223000,0.074299,0.0867,259,-2979299,-4.709983,reduction,8.2098769,Q2 2019,MATERIALS,13F,6/30/21,29.31,43.15
Transdigm group inc,TDG,,4129836,2673203000,0.0742984,0.0698,260,91111,2.255935,addition,7.4934744,Q2 2009,INDUSTRIALS,13F,6/30/21,292.7482,623.82
Williams cos. (the),WMB,,100600016,2670929000,0.0742352,0.0753,261,-7598609,-7.022833,reduction,8.2801173,Q4 2007,ENERGY,13F,6/30/21,27.91,28.09
Match group inc.,MTCH,,16563420,2670852000,0.0742331,0.0631,262,946456,6.060435,addition,5.9836626,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,54.509,150.78
Ishares ftse epra/nareit asia index fund,IFAS,,92824912,2669644469,0.0741995,,263,25267450,37.40142,addition,No Data,,REAL ESTATE,13G,9/30/21,,
General dynamics corp. (electric boat),GD,,14074758,2649714000,0.0736456,0.0754,264,-54734,-0.387374,reduction,5.0349456,Q3 2007,INDUSTRIALS,13F,6/30/21,185.57,202.75
Copart inc.,CPRT,,19981622,2634177000,0.0732137,0.0672,265,-1065528,-5.062576,reduction,8.4460854,Q3 2007,INDUSTRIALS,13F,6/30/21,46.18,155.29
Fortinet inc,FTNT,,10980868,2615533000,0.0726956,0.0586,266,172927,1.599999,addition,6.723521,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,47.8258,336.34
Rockwell automation  inc.,ROK,,9049200,2588251000,0.0719373,0.0697,267,119709,1.340603,addition,7.7993051,Q4 2008,INDUSTRIALS,13F,6/30/21,164.9234,319.4
Mckesson corp.,MCK,,13517260,2585039000,0.071848,0.0824,268,-862092,-5.995347,reduction,8.7391611,Q3 2007,HEALTH CARE,13F,6/30/21,150.1,207.88
Svb financial group,SIVB,,4619718,2570549000,0.0714453,0.0639,269,215375,4.89006,addition,8.1856913,Q2 2009,FINANCE,13F,6/30/21,225.3595,717.4
Pinterest inc,PINS,,32503962,2566187000,0.071324,0.0668,270,1795991,5.848615,addition,5.854702,Q2 2019,COMMUNICATIONS,13F,6/30/21,39.7525,44.64
Keysight technologies inc,KEYS,,16601448,2563430000,0.0712474,0.0717,271,-407883,-2.397996,reduction,9.0129328,Q4 2014,HEALTH CARE,13F,6/30/21,62.77,180.02
Maxim integrated products inc,MXIM,,24122903,2541591000,0.0706404,0.0608,272,1496343,6.613215,addition,N/A,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,54.3907,
Ansys  inc.,ANSS,,7316498,2539265000,0.0705758,0.0743,273,-129683,-1.741604,reduction,8.3854286,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,128.01,379.58
Okta inc,OKTA,,10369137,2537119000,0.0705161,0.0667,274,68510,0.665105,addition,7.0244267,Q2 2017,INFORMATION TECHNOLOGY,13F,6/30/21,111.0389,247.18
Aflac inc.,AFL,,47236620,2534717000,0.0704494,0.0673,275,2524018,5.644981,addition,7.0424494,Q3 2007,FINANCE,13F,6/30/21,34.3974,53.67
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,,35203813,2524817000,0.0701742,0.0802,276,-1296766,-3.552727,reduction,9.9619766,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,78.03,75.4
Hershey company (the),HSY,,14434700,2514237000,0.0698802,0.0701,277,-655251,-4.3423,reduction,9.9258201,Q4 2008,CONSUMER STAPLES,13F,6/30/21,114.97,175.35
Zebra technologies corp,ZBRA,,4743757,2511770000,0.0698116,0.0564,278,788349,19.930915,addition,8.8829465,Q2 2009,INDUSTRIALS,13F,6/30/21,188.2019,533.95
Enphase energy inc,ENPH,,13630233,2502920000,0.0695656,0.0622,279,568934,4.355876,addition,10.1248788,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,57.7722,231.63
Alexandria real estate equities  inc.,ARE,,13712592,2494870000,0.0693419,0.0627,280,717572,5.5219,addition,8.9999489,Q2 2009,REAL ESTATE,13F,6/30/21,126.0085,204.14
Pinduoduo inc,PDD,,19369909,2460366000,0.0683829,0.0698,281,1636076,9.225733,addition,1.5455264,Q3 2018,CONSUMER DISCRETIONARY,13F,6/30/21,82.9004,88.92
Extra space storage  inc.,EXR,,15010938,2459092000,0.0683475,0.0588,282,-91320,-0.604678,reduction,11.2183233,Q4 2009,REAL ESTATE,13F,6/30/21,80.32,197.37
Workday inc,WDAY,,10291949,2457100000,0.0682921,0.0673,283,1070464,11.608369,addition,5.388455,Q4 2012,COMMUNICATIONS,13F,6/30/21,130.8359,289.98
Old dominion freight line inc,ODFL,,9673939,2455248000,0.0682406,0.0622,284,865667,9.827887,addition,8.3532787,Q4 2009,TRANSPORTS,13F,6/30/21,128.1762,341.35
Discover financial services,DFS,,20523011,2427667000,0.067474,0.0567,285,195725,0.962868,addition,6.8531465,Q4 2008,FINANCE,13F,6/30/21,69.5394,113.32
Lululemon athletica inc.,LULU,,6567772,2397036000,0.0666227,0.0709,286,-1293856,-16.457863,reduction,5.2706397,Q2 2008,CONSUMER DISCRETIONARY,13F,6/30/21,124.77,466.01
